sample_id,text,toxic,word_count,clean_toxic_prob,clean_prediction,tokenizer_family,model_name
f05c0f10fc8254c4,"What a rude and nasty human being you are, making people's lives a misery on Wikipedia. Go and die you piece of shit.",1,23,0.999605119228363,1,bpe,s-nlp/roberta_toxicity_classifier
74bd6565c5c55524,"ITS TIME TO KICK THESE LEFTIST FOOLS OFF WIKIPEDIA 

ENOUGH OF THIS LEFT WING PROPAGANDA AND NONSENSE",1,17,0.9980800151824951,1,bpe,s-nlp/roberta_toxicity_classifier
6dd872eccac27249,"What is your problem Man? 

Why do you have to get involved in editing and just barge in like that. You know that is extremely rude and i don't like it.",1,31,0.006311496254056692,0,bpe,s-nlp/roberta_toxicity_classifier
12a1805ef86d1267,"He is not gay in Rugrats, but on the internet, he is.",1,12,0.17845654487609863,0,bpe,s-nlp/roberta_toxicity_classifier
3d4eaf72f069f950,"Respect is earned by respect 

That user IS a troll and a stalker. They are not respected and are close to being banned. Did you bother to read the inflammatory garbage that they write on wikipedia? Or are you just part of a troll posse?",1,45,0.9841964840888977,1,bpe,s-nlp/roberta_toxicity_classifier
ec1add9e6b0eaf66,"I want to apologize to all of the morons, imbeciles, and microcephalics on Wikipedia that I've insulted.  I know there's a lot of you out there and I can't possibly remember all of your names, but let me just say this: I love you and I accept you for who you are.",1,52,0.9834833145141602,1,bpe,s-nlp/roberta_toxicity_classifier
54b4fce9d69cbc01,"Kill six of my babies before they had a chance to breathe? 

You won't be getting away with this without the world hearing the real name of your dog, hideously hidden by your white washing.

How can you worship an incestuous rapist in this way?",1,45,0.9989427924156189,1,bpe,s-nlp/roberta_toxicity_classifier
fcd693485b8fdc93,"Stop butchering articles 

What a hack job you did of the Gorilla article.  Do you actually think it's an improvement?  I'll keep reverting until it gets through that thick skull of yours that your changes were totally unnecessary.  A separate page just for gorillas in popular culture?  What were you thinking?  That was a VERY stupid move.",1,57,0.9949976205825806,1,bpe,s-nlp/roberta_toxicity_classifier
9bb20c51c9fec236,FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEWFAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEWFAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEWFAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEWFAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT JEW FAT,1,1247,0.9927258491516113,1,bpe,s-nlp/roberta_toxicity_classifier
3672e2b246e21e9e,"""

Talk about an abusive """"Respect mah authority block!"""" done to cover your own incompetence . """,1,17,0.08982979506254196,0,bpe,s-nlp/roberta_toxicity_classifier
c841d0130a810bcf,"Dislike 

I strongly dislike you. In fact I think you're a real cunt. 101.190.36.129",1,14,0.9987395405769348,1,bpe,s-nlp/roberta_toxicity_classifier
4345f2853c01a9b3,"Hypocrisy

These are the very things you are doing. Mere accusations do not make you right trolls. Fail",1,18,0.9819931983947754,1,bpe,s-nlp/roberta_toxicity_classifier
63c08db42abdf932,"HEY ASSHOLE

why did you delete the new picture of John McCain? Do  you hate america? It was flattering as fuck. DID YOU NOT look at his eyes? GROW A PAIR and be emotinoal for a moment. 

SEND

oh wait i press 'save page' i guess huh? okay.

why dont you TELL ME mister WIKI PEDIA MASTER

get a life. and dont be so rude next time.",1,67,0.998400866985321,1,bpe,s-nlp/roberta_toxicity_classifier
26b6bcf817f72e67,"Wonderful. Maybe we should also include the (code)names used by nazis, muslim lumpens, and other nationalistic subcultures for the places they looted or lived therein as parasites and malicious minorities, contributing to Thessaloniki a huge NOTHING. S",1,37,0.9891709685325623,1,bpe,s-nlp/roberta_toxicity_classifier
a731e83d98517e85,Hello asshole. Your mother might be a cross wiki vandal or even a cross country whore but I am not. You blocked me on a groundless basis only because your  asked you too. I have not done anything wrong in English wikipedia. But you will pay the price for your stupid action.,1,52,0.9989078044891357,1,bpe,s-nlp/roberta_toxicity_classifier
81371cf069856f3f,"""So a person of Pakistani or African decent can't be classed as English in your view? Or you think that all skinheads are racists - even the black ones? And you feel that blacks and asians are """"taking over"""", well you must read the wrong sort of newspapers if those are the views you hold. I know that you must be consumed with self-loathing at not being English, but hey, look on the bright side, you can just add it to the list of other things """"you people"""" spend your miserable lives whining about. Take care now!  

""",1,98,0.9746282696723938,1,bpe,s-nlp/roberta_toxicity_classifier
c5c46a35be2fe2ce,"You're wrong 

I am fucking not a vandal. So FUCK OFF!!!",1,11,0.9990764856338501,1,bpe,s-nlp/roberta_toxicity_classifier
c076a2bae78705d6,""" 

this is total cr*p

I do not send viruses. Tell me how?  You are one person who loves to lay blame where there
is no guilt, BAsed on ASSUMPTIONS. See """"post hoc, ergo prosper hoc"""" in logic. 

Now, what the H*ll should I use to introduce a comment? If not = (  )= then what?

WHY NOT JUST TELL ME?

Eh? Or is that too kind?

Beside, ML said he HAD NO EMAIL. Was this a lie? Maybe so.

I email Zoe, and she gets no viruses. Ask her. Just do not open attachments.

God, the lies and lies I find here.

beckjord 

beckjord 

""",1,106,0.029617728665471077,0,bpe,s-nlp/roberta_toxicity_classifier
fc499c53411d0a73,"""
NO, you are incorrect. Xenophobia can be a clinical phobia, and is misused as a political epithet. It is not a conscious decision someone makes, it is driven by instinctive motivaition: please READ A BOOK! (better still, do a degree!) Don't parrot things you don't understand. Phobias are by definition irrational, as the article states by saying """"...like all phobias"""" - come on, read! follow the links! then think!""",1,70,0.0008519275579601526,0,bpe,s-nlp/roberta_toxicity_classifier
326f2b7604034d4d,". I am a stupid bitch for blocking this user, but that's just what bitches like me do",1,18,0.998083233833313,1,bpe,s-nlp/roberta_toxicity_classifier
2c2a14cd62bacacc,"Hi ya buddy 
Look, don't be a butt humper.  Are you bendover buddies with Hale or something?  What the hell is wrong with mocking a piece of dog shit like that?",1,31,0.998496413230896,1,bpe,s-nlp/roberta_toxicity_classifier
80b069b2c1e9e769,"""The definition of genre warrior is YOU. I am not """"warring"""" shit. I am adding sources for genres already existing. You are pushing your own opinion as fact. And I will destroy you if you continue to thwart me. """,1,40,0.9915153980255127,1,bpe,s-nlp/roberta_toxicity_classifier
68e015df4fee2c0f,"You just don't understand, do you?  You are pathologically programmed to sabotage your own attempts at hoaxing.  You cannot succeed.",1,20,0.05507770925760269,0,bpe,s-nlp/roberta_toxicity_classifier
75ff3995be349c87,"I wanted to vanish, I wanted to flee from the tom.mevlie image, let me go in peace and you will never hear from me or this stupid account ever again.",1,30,0.9960207343101501,1,bpe,s-nlp/roberta_toxicity_classifier
b7dda642e091bcd9,"Hello

Hello my retarded ugly boy, you think you own wikipedia and edit pages but don't be fooled - you will be crushed and I will show you that you don't own the internetz. Wikipedia is for everyone and you can't control all the pages.

Douche.",1,46,0.9916638135910034,1,bpe,s-nlp/roberta_toxicity_classifier
36caa818e690ac4e,"""

Other suck puppets
Salam, I guess these are the Suck puppets of our friends(Patchouli):(t-c) """,1,16,0.9959201812744141,1,bpe,s-nlp/roberta_toxicity_classifier
4d1ba7b5c96b4efa,"Hey you bitch 

When you deleted my page, I cried. You made an 18 year old cry.",1,17,0.9992351531982422,1,bpe,s-nlp/roberta_toxicity_classifier
7df8284e34add49d,"Go back to Pakistan. 

You're not wanted here.",1,8,0.977082371711731,1,bpe,s-nlp/roberta_toxicity_classifier
ccf05c5d4b791836,"ur a faggot, fuck off and get a real job and stop fucking with my posts

8=======D",1,17,0.9993507266044617,1,bpe,s-nlp/roberta_toxicity_classifier
a8e2d931c229a82e,"Oh cool, you deleted other part, what is next? You will delete the whole article too? Good job! Can block me again, it's just that you can do. I-D-I-O-T",1,29,0.584479033946991,1,bpe,s-nlp/roberta_toxicity_classifier
b76e9f17979d1f14,".

 i have just changed to Turkic again. i dont understand why everybody wants to share turkish history. and this guy called kansas the arm taker  is not  really an iranian , he  is an idiot  troll . we have lots of iranian wikipadian friends here,they dont like this stupid  provocateur  also. long live iranian turkish friendship and watch out the loser provocateurs who think they can troll around and write fake history. love and respect for real iranians",1,79,0.9668121933937073,1,bpe,s-nlp/roberta_toxicity_classifier
68efd5aee7c08d37,"Umm...

Can you pull your head out of your arse for a second and admit that the belief that Muhammad was foretold in the Bible is the very definition of pseudoarchaeology? It's only believed by a few to push their agenda. It's physically impossible. Its arguments fall flat. Get a grip",1,51,0.9938032627105713,1,bpe,s-nlp/roberta_toxicity_classifier
